Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,sábado,17/07/21,"RUA BOA SORTE   , PONTA GROSSA , MACEIÓ",RUA BOA SORTE  ,PONTA GROSSA,MACEIÓ,23,23:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"QUADRA: 30  , VERGEL DO LAGO , MACEIÓ",QUADRA: 30 ,VERGEL DO LAGO,MACEIÓ,23,23:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA SANTO ANTONIO  309 , PONTA GROSSA , MACEIÓ",RUA SANTO ANTONIO  309,PONTA GROSSA,MACEIÓ,0,0:07,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"AVENIDA AMELIA ROSA  , JATIÚCA , MACEIÓ",AVENIDA AMELIA ROSA ,JATIÚCA,MACEIÓ,0,0:08,TRÁFICO 
1º BPM,domingo,18/07/21,"RUA DO LIVRAMENTO 101 , CENTRO , MACEIÓ",RUA DO LIVRAMENTO 101,CENTRO,MACEIÓ,0,0:21,FURTO
1º BPM,domingo,18/07/21,"RUA SANDROVAL ROXELAS  58 , PONTA VERDE , MACEIÓ",RUA SANDROVAL ROXELAS  58,PONTA VERDE,MACEIÓ,0,0:22,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"AV. BRASIL  , POÇO , MACEIÓ",AV. BRASIL ,POÇO,MACEIÓ,0,0:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA BOA SORTE  , PONTA GROSSA , MACEIÓ",RUA BOA SORTE ,PONTA GROSSA,MACEIÓ,0,0:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA DOUTOR ANTONIO GOMES DE BARROS 79 , JATIÚCA , MACEIÓ",RUA DOUTOR ANTONIO GOMES DE BARROS 79,JATIÚCA,MACEIÓ,2,2:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"AV. ANTONIO GOMES DE BARROS 79 , JATIÚCA , MACEIÓ",AV. ANTONIO GOMES DE BARROS 79,JATIÚCA,MACEIÓ,2,2:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA ARAUJO BIVAR  , PAJUÇARA , MACEIÓ",RUA ARAUJO BIVAR ,PAJUÇARA,MACEIÓ,3,3:58,FURTO
1º BPM,domingo,18/07/21,"PARALELA COM A AMELIA ROSA , JATIÚCA , MACEIÓ",PARALELA COM A AMELIA ROSA,JATIÚCA,MACEIÓ,4,4:11,FURTO
1º BPM,domingo,18/07/21,"RUA  FORMOSA   , PONTA GROSSA , MACEIÓ",RUA  FORMOSA  ,PONTA GROSSA,MACEIÓ,4,4:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"AV. AMÉLIA ROSA   , JATIÚCA , MACEIÓ",AV. AMÉLIA ROSA  ,JATIÚCA,MACEIÓ,5,5:47,PORTE DE ARMA
1º BPM,domingo,18/07/21,"RUA CEARA  , PRADO , MACEIÓ",RUA CEARA ,PRADO,MACEIÓ,6,6:15,ROUBO
1º BPM,domingo,18/07/21,"RUA JULIO SAWER  , JATIÚCA , MACEIÓ",RUA JULIO SAWER ,JATIÚCA,MACEIÓ,6,6:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA  SANTA FERNANDES  , JATIÚCA , MACEIÓ",RUA  SANTA FERNANDES ,JATIÚCA,MACEIÓ,6,6:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"AV.GUSTAVO PAIVA  , JATIÚCA , MACEIÓ",AV.GUSTAVO PAIVA ,JATIÚCA,MACEIÓ,7,7:37,PORTE DE ARMA
1º BPM,domingo,18/07/21,"RUA BOM DESTINO 179 , PONTA GROSSA , MACEIÓ",RUA BOM DESTINO 179,PONTA GROSSA,MACEIÓ,7,7:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA AUGUSTO CARDOSO 111 , JATIÚCA , MACEIÓ",RUA AUGUSTO CARDOSO 111,JATIÚCA,MACEIÓ,8,8:59,FURTO QUALIFICADO
1º BPM,domingo,18/07/21," AVENIDA DONA CONSTANÇA 502 , JATIÚCA , MACEIÓ", AVENIDA DONA CONSTANÇA 502,JATIÚCA,MACEIÓ,10,10:47,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"AV. ÁLVARO OTACÍLIO  , JATIÚCA , MACEIÓ",AV. ÁLVARO OTACÍLIO ,JATIÚCA,MACEIÓ,11,11:41,FURTO
1º BPM,domingo,18/07/21,"RUA W  34 , VERGEL DO LAGO , MACEIÓ",RUA W  34,VERGEL DO LAGO,MACEIÓ,12,12:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA PEDRO AMÉRICA  , POÇO , MACEIÓ",RUA PEDRO AMÉRICA ,POÇO,MACEIÓ,12,12:45,ROUBO
1º BPM,domingo,18/07/21,"RUA SANTO ANTONIO  , PONTA GROSSA , MACEIÓ",RUA SANTO ANTONIO ,PONTA GROSSA,MACEIÓ,13,13:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA SANTA MARIA  , CENTRO , MACEIÓ",RUA SANTA MARIA ,CENTRO,MACEIÓ,14,14:05,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"XXXXXX  , POÇO , MACEIÓ",XXXXXX ,POÇO,MACEIÓ,14,14:30,PORTE DE ARMA
1º BPM,domingo,18/07/21,"RUA DA PAZ 34 , TRAPICHE DA BARRA , MACEIÓ",RUA DA PAZ 34,TRAPICHE DA BARRA,MACEIÓ,14,14:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA PORTO CALVO  , PONTA GROSSA , MACEIÓ",RUA PORTO CALVO ,PONTA GROSSA,MACEIÓ,14,14:37,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"PRAÇA SINIMBU  , CENTRO , MACEIÓ",PRAÇA SINIMBU ,CENTRO,MACEIÓ,14,14:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"SEGUNDA PONTE  , POÇO , MACEIÓ",SEGUNDA PONTE ,POÇO,MACEIÓ,14,14:53,TRÁFICO 
1º BPM,domingo,18/07/21,"RUA SANTO ANTONIO, N° 91 , PONTA GROSSA , MACEIÓ","RUA SANTO ANTONIO, N° 91",PONTA GROSSA,MACEIÓ,14,14:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA COMENDADOR TEIXEIRA BASTOS  , CENTRO , MACEIÓ",RUA COMENDADOR TEIXEIRA BASTOS ,CENTRO,MACEIÓ,14,14:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QD 23 Nº 41  , VERGEL DO LAGO , MACEIÓ",QD 23 Nº 41 ,VERGEL DO LAGO,MACEIÓ,15,15:23,AMEAÇA
1º BPM,domingo,18/07/21,"AV. PAULO FALCAO  , JATIÚCA , MACEIÓ",AV. PAULO FALCAO ,JATIÚCA,MACEIÓ,15,15:25,ROUBO
1º BPM,domingo,18/07/21,"RUA DAS ARVORES  , CENTRO , MACEIÓ",RUA DAS ARVORES ,CENTRO,MACEIÓ,15,15:48,AMEAÇA
1º BPM,domingo,18/07/21,"RUA DIAS CABRAL  , CENTRO , MACEIÓ",RUA DIAS CABRAL ,CENTRO,MACEIÓ,15,15:56,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"RUA DIAS CABRAL  , CENTRO , MACEIÓ",RUA DIAS CABRAL ,CENTRO,MACEIÓ,16,16:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QD 23 Nº 21  , VERGEL DO LAGO , MACEIÓ",QD 23 Nº 21 ,VERGEL DO LAGO,MACEIÓ,16,16:14,AMEAÇA
1º BPM,domingo,18/07/21,"XXXXXXXXXXXXXXX  , TRAPICHE DA BARRA , MACEIÓ",XXXXXXXXXXXXXXX ,TRAPICHE DA BARRA,MACEIÓ,16,16:24,AMEAÇA
1º BPM,domingo,18/07/21,"QD 4 01 , VERGEL DO LAGO , MACEIÓ",QD 4 01,VERGEL DO LAGO,MACEIÓ,16,16:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA GENERAL JOÃO TALEIRO PITÃO  , PONTA VERDE , MACEIÓ",RUA GENERAL JOÃO TALEIRO PITÃO ,PONTA VERDE,MACEIÓ,16,16:55,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"PRAÇA DA FACULDADE   , PRADO , MACEIÓ",PRAÇA DA FACULDADE  ,PRADO,MACEIÓ,17,17:09,PORTE DE ARMA
1º BPM,domingo,18/07/21,"XXXXXXXXXXXXXXXXX  , TRAPICHE DA BARRA , MACEIÓ",XXXXXXXXXXXXXXXXX ,TRAPICHE DA BARRA,MACEIÓ,17,17:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA NOSSA SENHORA APARECIDA  , POÇO , MACEIÓ",RUA NOSSA SENHORA APARECIDA ,POÇO,MACEIÓ,17,17:49,PORTE DE ARMA
1º BPM,domingo,18/07/21,"RUA DOMINGOS LORDSLEEN  , PAJUÇARA , MACEIÓ",RUA DOMINGOS LORDSLEEN ,PAJUÇARA,MACEIÓ,17,17:52,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,18/07/21,"AV. SIQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AV. SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,18,18:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA PROFESSOR MABUCO LOPES  , JATIÚCA , MACEIÓ",RUA PROFESSOR MABUCO LOPES ,JATIÚCA,MACEIÓ,18,18:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA JOÃO CAMERINDO  , PAJUÇARA , MACEIÓ",RUA JOÃO CAMERINDO ,PAJUÇARA,MACEIÓ,18,18:18,AMEAÇA
1º BPM,domingo,18/07/21,"XXXXXXXXXXXX  , POÇO , MACEIÓ",XXXXXXXXXXXX ,POÇO,MACEIÓ,18,18:25,ROUBO
1º BPM,domingo,18/07/21,"XXXXXXXXXXXXXXXXX  , VERGEL DO LAGO , MACEIÓ",XXXXXXXXXXXXXXXXX ,VERGEL DO LAGO,MACEIÓ,19,19:03,LESÃO CORPORAL
1º BPM,domingo,18/07/21,"RUA MANOEL LOURENCO   , TRAPICHE DA BARRA , MACEIÓ",RUA MANOEL LOURENCO  ,TRAPICHE DA BARRA,MACEIÓ,19,19:05,LESÃO CORPORAL
1º BPM,domingo,18/07/21,"RUA LAGO DA PAZ 112 , VERGEL DO LAGO , MACEIÓ",RUA LAGO DA PAZ 112,VERGEL DO LAGO,MACEIÓ,19,19:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"AV. SIQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AV. SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,19,19:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"TRAVESSA TRIUNFO   , POÇO , MACEIÓ",TRAVESSA TRIUNFO  ,POÇO,MACEIÓ,20,20:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QUADRA: 04  , VERGEL DO LAGO , MACEIÓ",QUADRA: 04 ,VERGEL DO LAGO,MACEIÓ,21,21:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"BRAJAL / AV SENADOR RUI PALMEIRA  , LEVADA , MACEIÓ",BRAJAL / AV SENADOR RUI PALMEIRA ,LEVADA,MACEIÓ,21,21:12,USUÁRIO DE ENTORPECENTE
1º BPM,domingo,18/07/21,"RUA CRUZEIRO DO SUL  , VERGEL DO LAGO , MACEIÓ",RUA CRUZEIRO DO SUL ,VERGEL DO LAGO,MACEIÓ,21,21:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA ANTONIO AGUIAR 205 , PONTA DA TERRA , MACEIÓ",RUA ANTONIO AGUIAR 205,PONTA DA TERRA,MACEIÓ,22,22:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA INDUSTRIAL CARLOS NOGUEIRA  , JATIÚCA , MACEIÓ",RUA INDUSTRIAL CARLOS NOGUEIRA ,JATIÚCA,MACEIÓ,23,23:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA OLIPIO BARBOSA  , PONTAL DA BARRA , MACEIÓ",RUA OLIPIO BARBOSA ,PONTAL DA BARRA,MACEIÓ,23,23:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QD 20  , VERGEL DO LAGO , MACEIÓ",QD 20 ,VERGEL DO LAGO,MACEIÓ,23,23:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QD 18 N° 205 , VERGEL DO LAGO , MACEIÓ",QD 18 N° 205,VERGEL DO LAGO,MACEIÓ,23,23:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"QUADRA: 18 205 , VERGEL DO LAGO , MACEIÓ",QUADRA: 18 205,VERGEL DO LAGO,MACEIÓ,23,23:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA CABO REIS  , PONTA GROSSA , MACEIÓ",RUA CABO REIS ,PONTA GROSSA,MACEIÓ,23,23:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA DO BANHEIRO  , VERGEL DO LAGO , MACEIÓ",RUA DO BANHEIRO ,VERGEL DO LAGO,MACEIÓ,23,23:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA DO BANHEIRO  , VERGEL DO LAGO , MACEIÓ",RUA DO BANHEIRO ,VERGEL DO LAGO,MACEIÓ,23,23:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"CONJ. LENITA VILELA,   , TRAPICHE DA BARRA , MACEIÓ","CONJ. LENITA VILELA,  ",TRAPICHE DA BARRA,MACEIÓ,23,23:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"AV. SIQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AV. SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,23,23:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,18/07/21,"RUA PRESIDENTE AUGISTINHO DA SILVA NEVES  , POÇO , MACEIÓ",RUA PRESIDENTE AUGISTINHO DA SILVA NEVES ,POÇO,MACEIÓ,23,23:55,LESÃO CORPORAL
1º BPM,domingo,18/07/21,"SÍTIO SANTO ANTÔNIO  , POÇO , MACEIÓ",SÍTIO SANTO ANTÔNIO ,POÇO,MACEIÓ,23,23:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"CONJ VIRGEM  DOS POBRES 2  , VERGEL DO LAGO , MACEIÓ",CONJ VIRGEM  DOS POBRES 2 ,VERGEL DO LAGO,MACEIÓ,0,0:00,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,segunda-feira,19/07/21,"QUADRA 57  , TRAPICHE DA BARRA , MACEIÓ",QUADRA 57 ,TRAPICHE DA BARRA,MACEIÓ,0,0:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AV. DOUTOR FRANCISCO DE MENEZES  , CENTRO , MACEIÓ",AV. DOUTOR FRANCISCO DE MENEZES ,CENTRO,MACEIÓ,0,0:03,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,segunda-feira,19/07/21,"RUA AGNELO BARBOSA 672 , PONTA GROSSA , MACEIÓ",RUA AGNELO BARBOSA 672,PONTA GROSSA,MACEIÓ,0,0:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA VALDO ARAUJO AZEVEDO  , VERGEL DO LAGO , MACEIÓ",RUA VALDO ARAUJO AZEVEDO ,VERGEL DO LAGO,MACEIÓ,0,0:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AVENIDA SIQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AVENIDA SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,0,0:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA EDGAR GOES MONTEIRO 147 , PRADO , MACEIÓ",RUA EDGAR GOES MONTEIRO 147,PRADO,MACEIÓ,0,0:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA FILONILA ARGOLO 37 , PONTA GROSSA , MACEIÓ",RUA FILONILA ARGOLO 37,PONTA GROSSA,MACEIÓ,0,0:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"QUADRA 20  , VERGEL DO LAGO , MACEIÓ",QUADRA 20 ,VERGEL DO LAGO,MACEIÓ,0,0:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA DIEGUES JUNIOR  , POÇO , MACEIÓ",RUA DIEGUES JUNIOR ,POÇO,MACEIÓ,1,1:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"QUADRA 23  , VERGEL DO LAGO , MACEIÓ",QUADRA 23 ,VERGEL DO LAGO,MACEIÓ,1,1:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA 24 DE OUTUBRO / RUA DO BANHEIRO   , VERGEL DO LAGO , MACEIÓ",RUA 24 DE OUTUBRO / RUA DO BANHEIRO  ,VERGEL DO LAGO,MACEIÓ,1,1:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA ALZIRA AGUIAR  , PAJUÇARA , MACEIÓ",RUA ALZIRA AGUIAR ,PAJUÇARA,MACEIÓ,1,1:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA TRAVESSA TRIUNFO  , POÇO , MACEIÓ",RUA TRAVESSA TRIUNFO ,POÇO,MACEIÓ,1,1:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"QUADRA 27  , TRAPICHE DA BARRA , MACEIÓ",QUADRA 27 ,TRAPICHE DA BARRA,MACEIÓ,1,1:29,VIOLÊNCIA CONTRA A MULHER
1º BPM,segunda-feira,19/07/21,"RUA DIEGUES JUNIOR  , POÇO , MACEIÓ",RUA DIEGUES JUNIOR ,POÇO,MACEIÓ,1,1:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AVENIDA DOUTOR FRANCISCO DE MENEZES  , LEVADA , MACEIÓ",AVENIDA DOUTOR FRANCISCO DE MENEZES ,LEVADA,MACEIÓ,1,1:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA ANTONIO FAUSTINO  , CENTRO , MACEIÓ",RUA ANTONIO FAUSTINO ,CENTRO,MACEIÓ,2,2:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA FORMOSA 1061 , LEVADA , MACEIÓ",RUA FORMOSA 1061,LEVADA,MACEIÓ,2,2:16,LESÃO CORPORAL
1º BPM,segunda-feira,19/07/21,"RUA ALZIRA AGUIAR  , PAJUÇARA , MACEIÓ",RUA ALZIRA AGUIAR ,PAJUÇARA,MACEIÓ,2,2:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA JOSE PINTO DE BARROS   , POÇO , MACEIÓ",RUA JOSE PINTO DE BARROS  ,POÇO,MACEIÓ,2,2:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA BALTAZAR DE MENDONÇA   , PONTA GROSSA , MACEIÓ",RUA BALTAZAR DE MENDONÇA  ,PONTA GROSSA,MACEIÓ,2,2:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"TRAVESSA SENADOR  FIRMINO DE VASCONCELOS 48 , PAJUÇARA , MACEIÓ",TRAVESSA SENADOR  FIRMINO DE VASCONCELOS 48,PAJUÇARA,MACEIÓ,3,3:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA CORONEL ADALTO GOMES 575 , JATIÚCA , MACEIÓ",RUA CORONEL ADALTO GOMES 575,JATIÚCA,MACEIÓ,3,3:47,VIOLAÇÃO DE DOMICILIO
1º BPM,segunda-feira,19/07/21,"RUA CAMPO VERDE  , VERGEL DO LAGO , MACEIÓ",RUA CAMPO VERDE ,VERGEL DO LAGO,MACEIÓ,4,4:00,LESÃO CORPORAL
1º BPM,segunda-feira,19/07/21,"RUA ALZIRA AGUIAR   , PAJUÇARA , MACEIÓ",RUA ALZIRA AGUIAR  ,PAJUÇARA,MACEIÓ,4,4:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AVENIDA DOUTOR FRANCISCO DE MENEZES  , LEVADA , MACEIÓ",AVENIDA DOUTOR FRANCISCO DE MENEZES ,LEVADA,MACEIÓ,4,4:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA VALDO OMENA   , PONTA VERDE , MACEIÓ",RUA VALDO OMENA  ,PONTA VERDE,MACEIÓ,4,4:58,LESÃO CORPORAL
1º BPM,segunda-feira,19/07/21,"QUARTEL GERAL  , CENTRO , MACEIÓ",QUARTEL GERAL ,CENTRO,MACEIÓ,5,5:03,LESÃO CORPORAL
1º BPM,segunda-feira,19/07/21,"RUA DEMÓCRITO GRACINDO 460 , PONTA GROSSA , MACEIÓ",RUA DEMÓCRITO GRACINDO 460,PONTA GROSSA,MACEIÓ,5,5:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA DR. FRANCISCO DE MENESSES  , LEVADA , MACEIÓ",RUA DR. FRANCISCO DE MENESSES ,LEVADA,MACEIÓ,6,6:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA SENADOR RUI PALMEIRA  , LEVADA , MACEIÓ",RUA SENADOR RUI PALMEIRA ,LEVADA,MACEIÓ,6,6:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AV. ALVES OTACÍLIO  , PONTA VERDE , MACEIÓ",AV. ALVES OTACÍLIO ,PONTA VERDE,MACEIÓ,6,6:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"PRAÇA BONFIM   , POÇO , MACEIÓ",PRAÇA BONFIM  ,POÇO,MACEIÓ,8,8:15,ROUBO
1º BPM,segunda-feira,19/07/21,"RUA MANOEL LOURENCO  400 , PONTA GROSSA , MACEIÓ",RUA MANOEL LOURENCO  400,PONTA GROSSA,MACEIÓ,9,9:48,AMEAÇA
1º BPM,segunda-feira,19/07/21,". , PAJUÇARA , MACEIÓ",.,PAJUÇARA,MACEIÓ,9,9:53,FURTO
1º BPM,segunda-feira,19/07/21,"ALVARO DE CALHEIROS 565 , JATIÚCA , MACEIÓ",ALVARO DE CALHEIROS 565,JATIÚCA,MACEIÓ,10,10:08,FURTO
1º BPM,segunda-feira,19/07/21,"AVENIDA AMAZONAS  , PRADO , MACEIÓ",AVENIDA AMAZONAS ,PRADO,MACEIÓ,10,10:15,USUÁRIO DE ENTORPECENTE
1º BPM,segunda-feira,19/07/21,"CONJUNTO LENITA VILELA, QUADRA L 16 , TRAPICHE DA BARRA , MACEIÓ","CONJUNTO LENITA VILELA, QUADRA L 16",TRAPICHE DA BARRA,MACEIÓ,10,10:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"AV. MIN MARIO ANDREAZA s/nº , VERGEL DO LAGO , MACEIÓ",AV. MIN MARIO ANDREAZA s/nº,VERGEL DO LAGO,MACEIÓ,10,10:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA FRANÇA MOREL  , CENTRO , MACEIÓ",RUA FRANÇA MOREL ,CENTRO,MACEIÓ,10,10:57,ROUBO
1º BPM,segunda-feira,19/07/21,"RUA DA PALMA  561 , VERGEL DO LAGO , MACEIÓ",RUA DA PALMA  561,VERGEL DO LAGO,MACEIÓ,11,11:30,AMEAÇA
1º BPM,segunda-feira,19/07/21,"TRAV SÃO FELIX  16 A  , VERGEL DO LAGO , MACEIÓ",TRAV SÃO FELIX  16 A ,VERGEL DO LAGO,MACEIÓ,12,12:03,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,segunda-feira,19/07/21,"RUA PEDRO CARDEAL FARIAS, VILA PORTO CALVO .  , PONTA GROSSA , MACEIÓ","RUA PEDRO CARDEAL FARIAS, VILA PORTO CALVO . ",PONTA GROSSA,MACEIÓ,12,12:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"QUADRA 29  , VERGEL DO LAGO , MACEIÓ",QUADRA 29 ,VERGEL DO LAGO,MACEIÓ,12,12:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"RUA DR. LUIZ DE BARROS 207 , VERGEL DO LAGO , MACEIÓ",RUA DR. LUIZ DE BARROS 207,VERGEL DO LAGO,MACEIÓ,12,12:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,segunda-feira,19/07/21,"3ª PONTE  , POÇO , MACEIÓ",3ª PONTE ,POÇO,MACEIÓ,12,12:59,TRÁFICO 
